gitgdate,time,client_ip,port,query_domain,record_type,flag,nameserver_ip
1591920000000,27746716,46.101.12.191,21784,pinnaclefilm.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27746730,95.216.159.208,51678,hdrtelugumovies.com.lk,NS,+,203.94.66.129
1591920000000,27746748,207.154.216.38,19826,oxfordbuildings.net.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27746752,185.13.96.48,33614,giiocdbrur.xn--fzc2c9e2c,NS,+E(0),203.94.66.129
1591920000000,27746759,87.250.245.67,60942,newsradio.lk,A,-E(0)DC,203.94.66.129
1591920000000,27746764,46.21.103.12,40996,silvertsunamisite.lk,NS,+,203.94.66.129
1591920000000,27746768,2404:6800:4003:c02::10f,62271,wpad.learn.ac.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27746770,12.121.91.189,33651,member-m.daraz.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27746780,2404:6800:4003:c00::114,60688,learn.ac.lk,NS,-E(0)DC,2402:d000:100c::129
1591920000000,27746787,2404:6800:4003:c03::101,64955,wpad.learn.ac.lk,AAAA,-E(0)DC,2402:d000:100c::129
1591920000000,27746796,198.142.152.67,23558,hitv.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27746800,172.217.32.141,49521,quicka.lk,TXT,-E(0)DC,203.94.66.129
1591920000000,27746807,2400:cb00:28:1024::6ca2:f4c0,22506,jfn.ac.lk,A,-E(0)D,2402:d000:100c::129
1591920000000,27746823,146.247.229.2,34475,innovationalconcept.lk,NS,+E(0),203.94.66.129
1591920000000,27746830,176.10.99.200,39855,OtARa.lk,A,-E(0)DC,203.94.66.129
1591920000000,27746834,34.78.70.86,45495,eonenergy.edu.lk,NS,+E(0),203.94.66.129
1591920000000,27746839,46.21.103.12,39578,hddriving.com.lk,NS,+,203.94.66.129
1591920000000,27746843,139.59.16.60,11762,mybathroomneeds.xn--fzc2c9e2c,NS,-E(0)DC,203.94.66.129
1591920000000,27746848,77.88.56.25,51228,translate.google.lk,AAAA,-E(0)D,203.94.66.129
1591920000000,27746850,2001:b000:1c0:8001:0:1:6:13,13673,zfj.lk,AAAA,-E(0)D,2402:d000:100c::129
1591920000000,27746874,162.158.233.19,26543,athoratajikistan.lk,NS,-E(0)D,203.94.66.129
1591920000000,27746874,192.36.109.196,34837,giioda.xn--xkc2al3hye2a,NS,+E(0),203.94.66.129
1591920000000,27746879,208.113.157.102,54418,www.bluestartours.lk,A,-E(0)DC,203.94.66.129
1591920000000,27746885,159.69.157.209,45195,silverowlhealingarts.lk,NS,+,203.94.66.129
1591920000000,27746903,2a01:4f9:0:a010::add:1a,40187,cineru.lk,DS,-E(0)DC,2402:d000:100c::129
1591920000000,27746912,2a00:1450:4001:c04::105,44215,kokath.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27746920,183.207.96.93,56158,jfn.ac.lk,A,-E(0)DC,203.94.66.129
1591920000000,27746923,2a03:2880:20ff:12::face:b00c,58841,newshub.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27746923,2a03:2880:3120:7fca:face:b00c:0:b66,50936,gossip.hirufm.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27746936,183.207.96.74,40147,m.nic.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27746937,80.10.203.10,17817,y2urh.lk,A,-E(0)TDC,203.94.66.129
1591920000000,27746944,185.123.93.126,35314,giiodr.xn--fzc2c9e2c,NS,+E(0),203.94.66.129
1591920000000,27746947,72.30.0.117,53439,ns2.etisalat.lk,AAAA,-E(0)DCV,203.94.66.129
1591920000000,27746949,72.30.0.117,53879,ns1.etisalat.lk,AAAA,-E(0)DCV,203.94.66.129
1591920000000,27746952,74.125.190.144,42400,hgbaarw.ac.lk,A,-E(0)DC,203.94.66.129
1591920000000,27746956,3.230.148.221,52863,aMERAsEKErAanDCO.Lk,NS,-E(0)DC,203.94.66.129
1591920000000,27746956,95.216.159.208,51678,hdrtogo.com.lk,NS,+,203.94.66.129
1591920000000,27746961,2404:6800:4000:1003::105,39066,etisalat.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27746972,196.43.50.231,63768,hutch.lk,A,-E(0)DC,203.94.66.129
1591920000000,27746988,46.21.103.12,40996,silvertunbrewery.lk,NS,+,203.94.66.129
1591920000000,27746997,46.101.12.191,36092,qualitybarcelonabeercomponents.com.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27747013,104.215.195.177,55739,student.britishschool.lk,MX,-,203.94.66.129
1591920000000,27747020,2404:6800:4003:c03::107,53948,hgbaarw.ac.lk,AAAA,-E(0)DC,2402:d000:100c::129
1591920000000,27747020,192.71.88.226,32904,innovationalfunding.lk,NS,+E(0),203.94.66.129
1591920000000,27747031,130.207.129.209,44142,download.lk,AAAA,-,203.94.66.129
1591920000000,27747032,2804:14d:4c10:672:201:21:192:122,5481,homeaway.lk,DS,-E(0)DK,2402:d000:100c::129
1591920000000,27747043,172.68.17.107,14472,slt.lk,A,-E(0)D,203.94.66.129
1591920000000,27747048,183.207.113.73,60241,idp.sltc.ac.lk,A,-E(0)DC,203.94.66.129
1591920000000,27747064,46.21.103.12,39578,hddryerase.com.lk,NS,+,203.94.66.129
1591920000000,27747072,192.71.71.61,33142,giioewdbrur.xn--xkc2al3hye2a,NS,+E(0),203.94.66.129
1591920000000,27747082,159.69.157.209,45195,silveroysterjewelry.lk,NS,+,203.94.66.129
1591920000000,27747090,2400:cb00:22:1024::a29e:75a9,35911,lk,DNSKEY,-E(0)D,2402:d000:100c::129
1591920000000,27747097,2400:cb00:28:1024::6ca2:f4c0,10355,_dmarc.univ.jfn.ac.lk,TXT,-E(0)D,2402:d000:100c::129
1591920000000,27747110,74.125.190.154,55697,cse.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27747117,194.14.74.207,34453,giio-fashion.xn--fzc2c9e2c,NS,+E(0),203.94.66.129
1591920000000,27747161,2400:cb00:27:1024::6ca2:ec1e,23230,etisalat.lk,A,-E(0)D,2402:d000:100c::129
1591920000000,27747180,46.229.223.181,16232,dns1.provider.lk,A,-,203.94.66.129
1591920000000,27747180,46.229.223.181,10564,dns2.provider.lk,A,-,203.94.66.129
1591920000000,27747180,46.229.223.181,34903,dns2.provider.lk,AAAA,-,203.94.66.129
1591920000000,27747180,46.229.223.181,49556,dns1.provider.lk,AAAA,-,203.94.66.129
1591920000000,27747181,95.216.159.208,51678,hdrtslhsghdghiugh.com.lk,NS,+,203.94.66.129
1591920000000,27747182,13.209.71.139,25603,asterix.mayahost.lk,A,-E(0)DC,203.94.66.129
1591920000000,27747188,185.84.181.103,38978,www.zz--icann-monitoring.xn--xkc2al3hye2a,A,-,203.94.66.129
1591920000000,27747192,2a03:2880:2070:5fc5:face:b00c:0:5f6b,27037,www.leasingguru.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27747199,176.10.99.200,9842,l.nic.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27747212,183.207.96.74,23731,l.nic.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27747213,2409:8020:2000:921::d,41745,iam.vpa.ac.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27747213,46.21.103.12,40996,silvertuskdesign.lk,NS,+,203.94.66.129
1591920000000,27747219,2400:cb00:78:1024::a29e:e915,46411,chopardnewjersey.lk,NS,-E(0)D,2402:d000:100c::129
1591920000000,27747225,2001:b000:1c0:8001:0:1:6:13,35335,zfj.lk,AAAA,-E(0)TD,2402:d000:100c::129
1591920000000,27747238,193.181.178.44,35369,innovationalinc.lk,NS,+E(0),203.94.66.129
1591920000000,27747244,109.122.98.116,55859,nsd22.realtimeregister.lk,A,-E(0)DC,203.94.66.129
1591920000000,27747249,2001:569:c002:c::233,22824,l.nic.lk,AAAA,-E(0)DC,2402:d000:100c::129
1591920000000,27747255,2409:8020:2000:221::9,5497,m.nic.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27747263,2400:cb00:78:1024::a29e:e910,15396,siemensbermuda.lk,NS,-E(0)D,2402:d000:100c::129
1591920000000,27747271,176.10.99.200,65038,d.nic.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27747272,103.6.87.94,58168,www.zz--icann-monitoring.xn--xkc2al3hye2a,A,-,203.94.66.129
1591920000000,27747273,59.51.78.220,60432,malithi-slt.nic.lk,A,-E(0)DC,203.94.66.129
1591920000000,27747279,159.69.157.209,45195,silverpaintedriver.lk,NS,+,203.94.66.129
1591920000000,27747288,46.21.103.12,39578,hddsbj.com.lk,NS,+,203.94.66.129
1591920000000,27747292,192.121.191.204,35385,giiogy.xn--xkc2al3hye2a,NS,+E(0),203.94.66.129
1591920000000,27747294,172.68.17.107,14472,slt.lk,A,-E(0)D,203.94.66.129
1591920000000,27747295,2804:14d:810:672:189:7:24:65,60906,ns2.etisalat.lk,AAAA,-E(0)DCK,2402:d000:100c::129
1591920000000,27747304,210.94.72.34,55004,ns1.mobitel.lk,AAAA,-E(0)DCK,203.94.66.129
1591920000000,27747304,210.94.72.34,51869,ns1.mobitel.lk,A,-E(0)DCK,203.94.66.129
1591920000000,27747304,210.94.72.34,54915,ns2.mobitel.lk,A,-E(0)DCK,203.94.66.129
1591920000000,27747305,210.94.72.34,45327,ns2.mobitel.lk,AAAA,-E(0)DCK,203.94.66.129
1591920000000,27747306,2a03:2880:ff:71::face:b00c,65493,www.thetruth.lk,AAAA,-E(0)DC,2402:d000:100c::129
1591920000000,27747308,192.121.225.98,36197,giioh.xn--fzc2c9e2c,NS,+E(0),203.94.66.129
1591920000000,27747322,2804:14d:810:672:189:7:24:65,30072,ns1.etisalat.lk,AAAA,-E(0)DCK,2402:d000:100c::129
1591920000000,27747322,23.97.49.138,55555,msoid.loyolacollege.edu.lk,A,-E(0)D,203.94.66.129
1591920000000,27747339,74.63.30.243,7701,slt.lk,A,-E(0)DC,203.94.66.129
1591920000000,27747356,61.220.7.147,41028,zfj.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27747368,59.51.78.222,63408,malithi-slt.nic.lk,A,-E(0)DC,203.94.66.129
1591920000000,27747401,2409:8020:2000:921::a,43783,wyb.ac.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27747406,95.216.159.208,51678,hdrtyrt.com.lk,NS,+,203.94.66.129
1591920000000,27747419,2001:b000:1c0:8001:0:1:7:147,30781,d.nic.lk,AAAA,-E(0)DC,2402:d000:100c::129
1591920000000,27747427,2001:b000:1c0:8001:0:1:7:147,37511,m.nic.lk,AAAA,-E(0)DC,2402:d000:100c::129
1591920000000,27747427,240e:10:8801:106::4,52786,malithi-slt.nic.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27747427,2409:8020:2000:921::9,61178,idp.sltc.ac.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27747437,46.21.103.12,40996,silvertwinks.lk,NS,+,203.94.66.129
1591920000000,27747444,81.134.99.77,8690,drop.com.lk,AAAA,-E(0)D,203.94.66.129
1591920000000,27747444,46.101.12.191,55136,reachoutforhr.com.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27747448,185.66.147.113,35498,innovationalleadership.lk,NS,+E(0),203.94.66.129
1591920000000,27747460,183.207.113.72,8940,ac.lk,A,-E(0)DC,203.94.66.129
1591920000000,27747464,162.158.161.21,25301,d.nic.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27747466,172.69.163.69,42746,manthram.lk,DS,-E(0)D,203.94.66.129
1591920000000,27747471,2a02:aa6:446:2::b,58583,m.nic.lk,AAAA,-E(0)DC,2402:d000:100c::129
1591920000000,27747472,80.251.195.73,44805,d.nic.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27747477,159.69.157.209,45195,silverpalatecakeboutique.lk,NS,+,203.94.66.129
1591920000000,27747492,178.73.231.243,32602,giioiv.xn--fzc2c9e2c,NS,+E(0),203.94.66.129
1591920000000,27747496,185.12.248.140,35873,giioiv.xn--xkc2al3hye2a,NS,+E(0),203.94.66.129
1591920000000,27747502,2607:f2c0:3:3416::5,20505,s1.ns.slt.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27747508,2001:b000:180:8002:0:2:9:87,18424,ns2.etisalat.lk,AAAA,-E(0)DC,2402:d000:100c::129
1591920000000,27747508,2400:cb00:237:1024::ac45:a345,25374,manthram.lk,A,-E(0)D,2402:d000:100c::129
1591920000000,27747513,46.21.103.12,39578,hddshow.com.lk,NS,+,203.94.66.129
1591920000000,27747551,183.207.96.74,35750,idp.cmb.ac.lk,A,-E(0)DC,203.94.66.129
1591920000000,27747563,172.253.211.3,55208,sydypwtvgjiaj.ac.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27747598,2409:8020:2000:921::d,35510,iam.vpa.ac.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27747599,2404:6800:4003:c05::108,38456,ac.lk,DNSKEY,-E(0)DC,2402:d000:100c::129
1591920000000,27747603,2404:6800:4000:1003::104,37860,reitzel.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27747604,2409:8020:2000:921::d,21446,jfn.ac.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27747606,172.217.32.141,62747,ac.lk,DNSKEY,-E(0)DC,203.94.66.129
1591920000000,27747610,139.59.61.71,8964,polynomialtoolbox.net.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27747631,95.216.159.208,51678,hdrumphotography.com.lk,NS,+,203.94.66.129
1591920000000,27747638,2607:f798:161::2091:4813:1007,58247,ceylontoday.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27747640,2404:6800:4003:c00::10b,50990,kzrzbfasinfv.ac.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27747643,2409:8020:2000:221::9,30224,m.nic.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27747644,162.158.233.14,12536,chopardnewyork.lk,NS,-E(0)D,203.94.66.129
1591920000000,27747662,46.21.103.12,40996,silverunicorncapecod.lk,NS,+,203.94.66.129
1591920000000,27747667,151.252.29.29,36204,innovationalloy.lk,NS,+E(0),203.94.66.129
1591920000000,27747669,40.71.9.72,53851,mail.daw.lk,AAAA,-E(0)D,203.94.66.129
1591920000000,27747672,176.74.199.16,34307,giiol.xn--fzc2c9e2c,NS,+E(0),203.94.66.129
1591920000000,27747674,159.69.157.209,45195,silverpalmnursery.lk,NS,+,203.94.66.129
1591920000000,27747682,2606:6d00:0:252::100,55901,ns2.etisalat.lk,AAAA,-E(0)DCK,2402:d000:100c::129
1591920000000,27747682,2606:6d00:0:252::100,47039,ns1.etisalat.lk,AAAA,-E(0)DCK,2402:d000:100c::129
1591920000000,27747702,178.73.231.243,36508,giiol5.xn--xkc2al3hye2a,NS,+E(0),203.94.66.129
1591920000000,27747703,183.207.113.72,44952,wyb.ac.lk,A,-E(0)DC,203.94.66.129
1591920000000,27747705,209.148.131.7,41789,www.pmdnews.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27747712,2607:f8b0:400c:c03::106,34888,ssldriver.pickme.lk,A,-,2402:d000:100c::129
1591920000000,27747727,172.253.197.2,43250,kokath.lk,A,-E(0)DC,203.94.66.129
1591920000000,27747730,173.252.95.29,17770,expired-lk-domain.lankahost.lk,A,-E(0)DC,203.94.66.129
1591920000000,27747736,2001:4ca0:108:42::21,46227,mail.xyloholidays.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27747737,46.21.103.12,39578,hddslr.com.lk,NS,+,203.94.66.129
1591920000000,27747761,2409:8020:2000:421::8,33692,l.nic.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27747762,2400:cb00:78:1024::a29e:e90c,49633,spitalulreise.lk,NS,-E(0)D,2402:d000:100c::129
1591920000000,27747778,2409:8020:2000:921::a,26001,wyb.ac.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27747786,216.211.240.144,23456,ns1.ac.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27747792,2404:6800:4003:c02::115,47637,t.nic.lk,AAAA,-E(0),2402:d000:100c::129
1591920000000,27747795,81.134.96.110,19026,o16.lk,A,-E(0)D,203.94.66.129
1591920000000,27747799,216.211.240.144,10782,ns1.ac.lk,A,-E(0)DC,203.94.66.129
1591920000000,27747799,2409:8020:2000:221::a,43845,l.nic.lk,AAAA,-E(0)DC,2402:d000:100c::129
1591920000000,27747799,2409:8020:2000:921::9,31190,idp.sltc.ac.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27747802,77.88.11.130,61250,provider.lk,A,-E(0)DC,203.94.66.129
1591920000000,27747802,77.88.11.131,28324,provider.lk,A,-E(0)DC,203.94.66.129
1591920000000,27747802,2a02:6b8:c03:731:0:433f:2:3,27028,provider.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27747803,2a02:6b8:c03:7a8:0:433f:2:6,25542,provider.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27747806,2a03:2880:2070:5fc5:face:b00c:0:5f6b,42272,www.leasingguru.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27747811,201.6.2.213,43737,fza.lk,A,-E(0)DK,203.94.66.129
1591920000000,27747824,172.253.220.4,54530,arpico.lk,MX,-E(0)DC,203.94.66.129
1591920000000,27747826,201.6.2.213,49342,fza.lk,AAAA,-E(0)DK,203.94.66.129
1591920000000,27747828,46.101.12.191,58569,perroperro.org.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27747851,194.103.92.236,34218,giioma-construct.xn--fzc2c9e2c,NS,+E(0),203.94.66.129
1591920000000,27747858,95.216.159.208,51678,hdrussianporno.com.lk,NS,+,203.94.66.129
1591920000000,27747859,185.70.41.249,58378,barracuda.navy.lk,TXT,-E(0)DC,203.94.66.129
1591920000000,27747863,2409:8020:2000:921::9,25072,nic.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27747868,192.176.28.40,33702,innovationalproducts.lk,NS,+E(0),203.94.66.129
1591920000000,27747871,159.69.157.209,45195,silverpalmsrealty.lk,NS,+,203.94.66.129
1591920000000,27747874,183.207.96.74,51685,l.nic.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27747884,216.211.240.144,47798,lk,DNSKEY,-E(0)DC,203.94.66.129
1591920000000,27747886,46.21.103.12,40996,silverup47.lk,NS,+,203.94.66.129
1591920000000,27747889,18.207.134.217,42090,wEIRdCrowD.lK,NS,-E(0)DC,203.94.66.129
1591920000000,27747903,184.178.230.13,55954,www.frontpage.lk,A,-E(0),203.94.66.129
1591920000000,27747908,184.178.230.14,21117,www.frontpage.lk,AAAA,-E(0),203.94.66.129
1591920000000,27747909,185.66.147.113,34707,giiomp.xn--xkc2al3hye2a,NS,+E(0),203.94.66.129
1591920000000,27747917,2404:6800:4003:c02::111,52850,learn.ac.lk,NS,-E(0)DC,2402:d000:100c::129
1591920000000,27747921,198.41.229.107,36812,168.lk,DS,-E(0)D,203.94.66.129
1591920000000,27747924,89.238.178.57,36216,www.zz--icann-monitoring.xn--fzc2c9e2c,A,-,203.94.66.129
1591920000000,27747936,17.142.176.117,64370,www.eatright.lk,A,-E(0)D,203.94.66.129
1591920000000,27747955,2404:6800:4003:c02::10a,60756,vpzagttfqsck.learn.ac.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27747960,2620:0:cca::67,1148,o16m0.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27747962,46.21.103.12,39578,hddssy.com.lk,NS,+,203.94.66.129
1591920000000,27747966,34.239.149.59,36155,VIRtuLAW.lK,NS,-E(0)DC,203.94.66.129
1591920000000,27747973,2409:8020:2000:921::d,24614,jfn.ac.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27747974,2409:8020:2000:921::d,38668,iam.vpa.ac.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27747976,78.134.76.3,56333,ns1.ac.lk,A,-E(0)DC,203.94.66.129
1591920000000,27747976,2a02:c207:0:2543::1,16689,WiNSETHahospItAls.LK,A,-E(0)DC,2402:d000:100c::129
1591920000000,27747977,140.204.0.46,50296,dfcc.lk,DS,-E(0)DC,203.94.66.129
1591920000000,27747985,3.94.129.80,52626,kIDsmALl.Lk,NS,-E(0)DC,203.94.66.129
1591920000000,27748002,183.207.113.105,47611,m.nic.lk,A,-E(0)DC,203.94.66.129
1591920000000,27748006,2402:800:20ff:1084:250:56ff:fea1:ef65,45010,mail.esermarketing.lk,A,-E(0)D,2402:d000:100c::129
1591920000000,27748016,183.207.113.72,39827,d.nic.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27748016,162.144.18.183,61266,gov.lk,A,-E(0)DC,203.94.66.129
1591920000000,27748029,2001:4c91:1:1::3,19543,y2urh.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27748032,2001:638:807:40:20c:29ff:fe86:3e,40219,s1.ns.slt.lk,AAAA,-E(0)DC,2402:d000:100c::129
1591920000000,27748032,2001:638:807:40:20c:29ff:fe86:3e,47366,s1.ns.slt.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27748032,2001:638:807:40:20c:29ff:fe86:3e,35037,s2.ns.slt.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27748032,2001:638:807:40:20c:29ff:fe86:3e,49358,s2.ns.slt.lk,AAAA,-E(0)DC,2402:d000:100c::129
1591920000000,27748032,178.62.218.234,62102,tsunamieffect.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27748042,2a04:e4c0:17::66,23009,92w2.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27748045,194.68.113.248,36320,giionline.xn--fzc2c9e2c,NS,+E(0),203.94.66.129
1591920000000,27748060,108.174.6.104,27778,dialog.lk,DS,-E(0)D,203.94.66.129
1591920000000,27748068,159.69.157.209,45195,silverpanther.lk,NS,+,203.94.66.129
1591920000000,27748076,27.114.138.76,48347,dns2.boc.web.lk,A,-E(0)DC,203.94.66.129
1591920000000,27748077,27.114.138.76,38640,dns2.boc.web.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27748080,192.176.249.160,34577,innovational-solutions.lk,NS,+E(0),203.94.66.129
1591920000000,27748080,213.136.95.11,31904,wINSeThAHOSPiTaLS.LK,A,-E(0)DC,203.94.66.129
1591920000000,27748083,95.216.159.208,51678,hdrvid.com.lk,NS,+,203.94.66.129
1591920000000,27748088,188.165.254.63,52097,promoter.lk,A,-E(0)DC,203.94.66.129
1591920000000,27748094,202.153.32.3,28309,l.nic.lk,A,-E(0)DC,203.94.66.129
1591920000000,27748094,202.69.174.190,26097,hutch.lk,A,-E(0)DC,203.94.66.129
1591920000000,27748096,202.153.32.3,15418,t.nic.lk,A,-E(0)DC,203.94.66.129
1591920000000,27748100,23.100.93.98,63343,somasirist.lk,MX,-,203.94.66.129
1591920000000,27748104,172.253.197.2,44907,mgtmoodle.pdn.ac.lk,A,-E(0)DC,203.94.66.129
1591920000000,27748111,46.21.103.12,40996,silverushomes.lk,NS,+,203.94.66.129
1591920000000,27748129,194.132.115.186,35646,giioof.xn--xkc2al3hye2a,NS,+E(0),203.94.66.129
1591920000000,27748137,2409:8020:2000:421::8,35090,l.nic.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27748150,2001:41d0:2:c93f::,40808,promoter.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27748151,24.93.50.15,14241,fza1.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27748155,2409:8020:2000:921::a,41257,wyb.ac.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27748158,72.183.81.37,32184,fza1.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27748158,162.158.162.226,64806,mobitel.lk,A,-E(0)D,203.94.66.129
1591920000000,27748160,68.87.56.199,8230,www.google.lk,A,-E(0)D,203.94.66.129
1591920000000,27748171,198.41.229.107,36812,168.lk,DS,-E(0)D,203.94.66.129
1591920000000,27748174,2409:8020:2000:221::a,49660,l.nic.lk,AAAA,-E(0)DC,2402:d000:100c::129
1591920000000,27748186,46.21.103.12,39578,hddsyuri.com.lk,NS,+,203.94.66.129
1591920000000,27748190,46.101.12.191,23893,quickgenie.net.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27748195,162.144.18.183,7441,mpi.gov.lk,A,-E(0)DC,203.94.66.129
1591920000000,27748207,176.58.90.164,43670,www.zz--icann-monitoring.lk,A,-E(0)D,203.94.66.129
1591920000000,27748207,2a00:dd80:3e::52a,57091,www.zz--icann-monitoring.lk,A,-E(0)D,2402:d000:100c::129
1591920000000,27748214,2001:4c91:1:1::3,61699,ns1.ac.lk,AAAA,-E(0)DC,2402:d000:100c::129
1591920000000,27748221,2a04:e4c0:12::64,24088,visitmonaragala.lk,NS,-E(0)DC,2402:d000:100c::129
1591920000000,27748222,5.133.223.97,33185,giioou.xn--fzc2c9e2c,NS,+E(0),203.94.66.129
1591920000000,27748232,2409:8020:2000:921::9,49810,nic.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27748235,2001:4ca0:108:42::21,58375,_matrix._tcp.mail.syndicatemanagement.lk,SRV,-E(0)DC,2402:d000:100c::129
1591920000000,27748246,34.239.149.59,35223,rEALtIMErEGisTer.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27748252,162.144.18.183,16858,asmp.mpi.gov.lk,A,-E(0)DC,203.94.66.129
1591920000000,27748256,172.68.149.6,25090,slt.lk,A,-E(0)D,203.94.66.129
1591920000000,27748265,159.69.157.209,45195,silverpapers.lk,NS,+,203.94.66.129
1591920000000,27748267,34.223.46.66,13341,content.hitad.lk,A,-E(0)DC,203.94.66.129
1591920000000,27748272,203.23.109.35,51583,ns1.etisalat.lk,AAAA,-E(0)DCK,203.94.66.129
1591920000000,27748275,68.237.161.148,48030,galleria.lk,A,-E(0),203.94.66.129
1591920000000,27748276,203.23.109.35,34731,ns2.etisalat.lk,AAAA,-E(0)DCK,203.94.66.129
1591920000000,27748300,91.191.143.179,33193,innovationam.lk,NS,+E(0),203.94.66.129
1591920000000,27748307,95.216.159.208,51678,hdrvwrzypw.com.lk,NS,+,203.94.66.129
1591920000000,27748308,192.241.229.202,25436,sawaab.com.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27748330,193.183.172.230,34373,giiopckcktl.xn--xkc2al3hye2a,NS,+E(0),203.94.66.129
1591920000000,27748331,2001:41d0:2:c93f::,50257,promoter.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27748335,46.21.103.12,40996,silvervalleyband.lk,NS,+,203.94.66.129
1591920000000,27748344,183.207.96.93,40751,jfn.ac.lk,A,-E(0)DC,203.94.66.129
1591920000000,27748347,104.215.194.84,61710,_sipfederationtls._tcp.sits.lk,SRV,-,203.94.66.129
1591920000000,27748379,183.207.113.105,16470,m.nic.lk,A,-E(0)DC,203.94.66.129
1591920000000,27748392,183.207.113.72,43875,d.nic.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27748400,141.138.211.251,33199,giioqkbb23.xn--fzc2c9e2c,NS,+E(0),203.94.66.129
1591920000000,27748411,46.21.103.12,39578,hddtesting.com.lk,NS,+,203.94.66.129
1591920000000,27748418,2406:da14:f6b:6300::b,35225,www.zz--icann-monitoring.lk,A,-E(0)D,2402:d000:100c::129
1591920000000,27748419,162.144.18.183,10301,d.nic.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27748419,52.192.40.213,59815,www.zz--icann-monitoring.lk,A,-E(0)D,203.94.66.129
1591920000000,27748419,34.223.46.93,56679,content.hitad.lk,A,-E(0)DC,203.94.66.129
1591920000000,27748440,183.207.96.73,27585,d.nic.lk,A,-E(0)DC,203.94.66.129
1591920000000,27748444,86.51.31.38,49164,carmudi.lk,DS,-E(0)D,203.94.66.129
1591920000000,27748444,46.101.12.191,36161,qualitybearingsonline.org.lk,NS,-E(0)DC,203.94.66.129
